"estado";"lei";"desc";"link"
"Distrito Federal";"Decreto Nº 40612 de 9 de abril de 2020";"Altera o Decreto nº 40.583, de 1º de abril de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus.";"http://leisestaduais.com.br/df/decreto-n-40612-2020-distrito-federal-altera-o-decreto-no-40-583-de-1o-de-abril-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-novo-coronavirus"
"Distrito Federal";"Decreto Nº 40611 de 9 de abril de 2020";"Institui o programa Todos Contra o Covid, no âmbito do Distrito Federal, para atuar no fomento ao enfrentamento da pandemia do novo coronavírus, e dá outras providências.";"http://leisestaduais.com.br/df/decreto-n-40611-2020-distrito-federal-institui-o-programa-todos-contra-o-covid-no-ambito-do-distrito-federal-para-atuar-no-fomento-ao-enfrentamento-da-pandemia-do-novo-coronavirus-e-da-outras-providencias"
"Bahia";"Decreto Nº 19627 de 9 de abril de 2020";"Altera o Decreto nº 19.597, de 27 de março de 2020, na forma que indica.";"http://leisestaduais.com.br/ba/decreto-n-19627-2020-bahia-altera-o-decreto-no-19-597-de-27-de-marco-de-2020-na-forma-que-indica"
"Amapá";"Decreto Nº 1519 de 9 de abril de 2020";"Institui o benefício eventual de caráter emergencial ""Água: conta paga"" destinado ao custeio da Tarifa Social de água e saneamento em favor das famílias vulneráveis em estado de pobreza ou extrema pobreza pertencentes ao CadÚnico e já cadastradas junto a empresa pública estadual de água e saneamento no âmbito do Estado do Amapá, altera o Decreto Estadual nº 5.522 de 2011, e dá outras providências.";"http://leisestaduais.com.br/ap/decreto-n-1519-2020-amapa-institui-o-beneficio-eventual-de-carater-emergencial-agua-conta-paga-destinado-ao-custeio-da-tarifa-social-de-agua-e-saneamento-em-favor-das-familias-vulneraveis-em-estado-de-pobreza-ou-extrema-pobreza-pertencentes-ao-cadunico-e-ja-cadastradas-junto-a-empresa-publica-estadual-de-agua-e-saneamento-no-ambito-do-estado-do-amapa-altera-o-decreto-estadual-no-5-522-de-2011-e-da-outras-providencias"
"Bahia";"Decreto Nº 19626 de 9 de abril de 2020";"Declara Estado de Calamidade Pública em todo o território baiano, afetado por Doença Infecciosa Viral - COBRADE 1.5.1.1.0, conforme a Instrução Normativa do Ministério da Integração Nacional nº 02, de 20 de dezembro de 2016, para fins de prevenção e enfrentamento ao novo coronavírus, causador da COVID-19, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19626-2020-bahia-declara-estado-de-calamidade-publica-em-todo-o-territorio-baiano-afetado-por-doenca-infecciosa-viral-cobrade-1-5-1-1-0-conforme-a-instrucao-normativa-do-ministerio-da-integracao-nacional-no-02-de-20-de-dezembro-de-2016-para-fins-de-prevencao-e-enfrentamento-ao-novo-coronavirus-causador-da-covid-19-e-da-outras-providencias"
"Pernambuco";"Decreto Nº 48929 de 8 de abril de 2020";"Regulamenta a Lei nº 16.820, de 25 de março de 2020, que instituiu o Fundo Estadual de Enfrentamento ao Coronavírus - FEEC.";"http://leisestaduais.com.br/pe/decreto-n-48929-2020-pernambuco-regulamenta-a-lei-no-16-820-de-25-de-marco-de-2020-que-instituiu-o-fundo-estadual-de-enfrentamento-ao-coronavirus-feec"
"Rio Grande do Norte";"Decreto Nº 29599 de 8 de abril de 2020";"Prorroga medidas temporárias de prevenção ao contágio pelo novo coronavírus (COVID-19), estabelece o prazo de validade de certidões negativas, dispõe sobre a realização de sessões presenciais de licitação por videoconferência e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29599-2020-rio-grande-do-norte-prorroga-medidas-temporarias-de-prevencao-ao-contagio-pelo-novo-coronavirus-covid-19-estabelece-o-prazo-de-validade-de-certidoes-negativas-dispoe-sobre-a-realizacao-de-sessoes-presenciais-de-licitacao-por-videoconferencia-e-da-outras-providencias"
"Ceará";"Lei Ordinária Nº 17202 de 8 de abril de 2020";"AUTORIZA O PODER EXECUTIVO A ADQUIRIR E DISTRIBUIR GÁS EM BOTIJÃO ÀS FAMÍLIAS EM SITUAÇÃO DE MAIOR VULNERABILIDADE SOCIAL DO ESTADO DO CEARÁ, DURANTE O ESTADO DE CALAMIDADE PÚBLICA OCASIONADO PELA PANDEMIA DO NOVO CORONAVÍRUS.";"http://leisestaduais.com.br/ce/lei-ordinaria-n-17202-2020-ceara-autoriza-o-poder-executivo-a-adquirir-e-distribuir-gas-em-botijao-as-familias-em-situacao-de-maior-vulnerabilidade-social-do-estado-do-ceara-durante-o-estado-de-calamidade-publica-ocasionado-pela-pandemia-do-novo-coronavirus"
"Roraima";"Decreto Nº 28694 de 8 de abril de 2020";"Altera o Decreto nº 28.635-E, de 22 de março de 2020, que declara estado de calamidade pública em todo o território do Estado de Roraima para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rr/decreto-n-28694-2020-roraima-altera-o-decreto-no-28-635-e-de-22-de-marco-de-2020-que-declara-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-de-roraima-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-covid-19-coronavirus-e-da-outras-providencias"
"São Paulo";"Decreto Nº 64928 de 8 de abril de 2020";"Dispensa da observância do disposto no ""caput"" do artigo 2º do Decreto nº 32.117, de 10 de agosto de 1990, alterado pelo Decreto nº 43.914, de 26 de março de 1999, as aquisições de bens necessários ao enfrentamento da COVID-19 (Novo Coronavírus).";"http://leisestaduais.com.br/sp/decreto-n-64928-2020-sao-paulo-dispensa-da-observancia-do-disposto-no-caput-do-artigo-2o-do-decreto-no-32-117-de-10-de-agosto-de-1990-alterado-pelo-decreto-no-43-914-de-26-de-marco-de-1999-as-aquisicoes-de-bens-necessarios-ao-enfrentamento-da-covid-19-novo-coronavirus"
"Rio Grande do Norte";"Decreto Nº 29600 de 8 de abril de 2020";"Altera o Decreto Estadual nº 29.583, de 1º de abril de 2020, que consolida as medidas de saúde para o enfrentamento do novo coronavírus (COVID-19) no âmbito do Estado do Rio Grande do Norte, e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29600-2020-rio-grande-do-norte-altera-o-decreto-estadual-no-29-583-de-1o-de-abril-de-2020-que-consolida-as-medidas-de-saude-para-o-enfrentamento-do-novo-coronavirus-covid-19-no-ambito-do-estado-do-rio-grande-do-norte-e-da-outras-providencias"
"Rio Grande do Sul";"Decreto Nº 55177 de 8 de abril de 2020";"Altera o Decreto nº 55.154, de 1º de abril de 2020, que reitera a declaração de estado de calamidade pública em todo o território do Estado do Rio Grande do Sul para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (novo Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rs/decreto-n-55177-2020-rio-grande-do-sul-altera-o-decreto-no-55-154-de-1o-de-abril-de-2020-que-reitera-a-declaracao-de-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-do-rio-grande-do-sul-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-covid-19-novo-coronavirus-e-da-outras-providencias"
"Minas Gerais";"Decreto Nº 47911 de 8 de abril de 2020";"Altera o Decreto nº 47.896, de 25 de março de 2020, que institui o Comitê Gestor das Ações de Recuperação Fiscal, Econômica e Financeira do Estado de Minas Gerais - Comitê Extraordinário FIN COVID-19, visando acompanhar e propor medidas de natureza fiscal, econômica e financeira em razão dos efeitos da pandemia da doença infecciosa viral respiratória causada pelo agente Coronavírus - COVID-19.";"http://leisestaduais.com.br/mg/decreto-n-47911-2020-minas-gerais-altera-o-decreto-no-47-896-de-25-de-marco-de-2020-que-institui-o-comite-gestor-das-acoes-de-recuperacao-fiscal-economica-e-financeira-do-estado-de-minas-gerais-comite-extraordinario-fin-covid-19-visando-acompanhar-e-propor-medidas-de-natureza-fiscal-economica-e-financeira-em-razao-dos-efeitos-da-pandemia-da-doenca-infecciosa-viral-respiratoria-causada-pelo-agente-coronavirus-covid-19"
"Paraíba";"Decreto Nº 40177 de 8 de abril de 2020";"Altera o Decreto nº 39.862, de 13 de dezembro de 2019, que dispõe sobre a regulamentação da campanha da ""Nota Fiscal Paraibana"" e o Decreto nº 40.171, de 03 de abril de 2020, que dispõe sobre a adoção de medidas econômicas temporárias e emergenciais para o combate aos efeitos da COVID-19 (Novo Coronavírus), e dá outra providência.";"http://leisestaduais.com.br/pb/decreto-n-40177-2020-paraiba-altera-o-decreto-no-39-862-de-13-de-dezembro-de-2019-que-dispoe-sobre-a-regulamentacao-da-campanha-da-nota-fiscal-paraibana-e-o-decreto-no-40-171-de-03-de-abril-de-2020-que-dispoe-sobre-a-adocao-de-medidas-economicas-temporarias-e-emergenciais-para-o-combate-aos-efeitos-da-covid-19-novo-coronavirus-e-da-outra-providencia"
"Pará";"Decreto Nº 674 de 8 de abril de 2020";"Reconhece o falecimento, em virtude da COVID-19 contraída por servidor público civil ou militar estadual, como acidente em serviço para fins de pagamento de pensão especial.";"http://leisestaduais.com.br/pa/decreto-n-674-2020-para-reconhece-o-falecimento-em-virtude-da-covid-19-contraida-por-servidor-publico-civil-ou-militar-estadual-como-acidente-em-servico-para-fins-de-pagamento-de-pensao-especial"
"Amazonas";"Decreto Nº 42167 de 7 de abril de 2020";"AUTORIZA a emissão de Laudos Técnicos de Inspeção - LTI pela Secretaria de Estado Desenvolvimento Econômico, Ciência, Tecnologia e Inovação - SEDECTI, para efeito de concessão de incentivos fiscais estaduais por período determinado, na forma estabelecida no art. 7-A, incisos I ao VI do Decreto nº 23.994, de 29 de dezembro de 2003, sem a realização da inspeção in loco.";"http://leisestaduais.com.br/am/decreto-n-42167-2020-amazonas-autoriza-a-emissao-de-laudos-tecnicos-de-inspecao-lti-pela-secretaria-de-estado-desenvolvimento-economico-ciencia-tecnologia-e-inovacao-sedecti-para-efeito-de-concessao-de-incentivos-fiscais-estaduais-por-periodo-determinado-na-forma-estabelecida-no-art-7-a-incisos-i-ao-vi-do-decreto-no-23-994-de-29-de-dezembro-de-2003-sem-a-realizacao-da-inspecao-in-loco"
"Rio de Janeiro";"Decreto Nº 47025 de 7 de abril de 2020";"DISPÕE SOBRE A LIBERAÇÃO DE ATIVIDADE COMERCIAL EM MUNICÍPIOS SEM NOTIFICAÇÃO DE COMETIMENTO DO COVID-19, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47025-2020-rio-de-janeiro-dispoe-sobre-a-liberacao-de-atividade-comercial-em-municipios-sem-notificacao-de-cometimento-do-covid-19-e-da-outras-providencias"
"Distrito Federal";"Decreto Nº 40602 de 7 de abril de 2020";"Altera o Decreto nº 40.583, de 1º de abril de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus.";"http://leisestaduais.com.br/df/decreto-n-40602-2020-distrito-federal-altera-o-decreto-no-40-583-de-1o-de-abril-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-novo-coronavirus"
"Maranhão";"Decreto Nº 35722 de 7 de abril de 2020";"Dispõe sobre a suspensão temporária, nos termos que especifica, do serviço de transporte rodoviário intermunicipal com entradas e saídas de passageiros da Ilha de São Luís e sobre a redução do número de trajetos do transporte aquaviário intermunicipal de passageiros e veículos por meio de ferry boats, como medidas de combate à propagação da COVID-19, infecção humana causada pelo Coronavírus (SARS-CoV-2), no Estado do Maranhão.";"http://leisestaduais.com.br/ma/decreto-n-35722-2020-maranhao-dispoe-sobre-a-suspensao-temporaria-nos-termos-que-especifica-do-servico-de-transporte-rodoviario-intermunicipal-com-entradas-e-saidas-de-passageiros-da-ilha-de-sao-luis-e-sobre-a-reducao-do-numero-de-trajetos-do-transporte-aquaviario-intermunicipal-de-passageiros-e-veiculos-por-meio-de-ferry-boats-como-medidas-de-combate-a-propagacao-da-covid-19-infeccao-humana-causada-pelo-coronavirus-sars-cov-2-no-estado-do-maranhao"
"Amazonas";"Decreto Nº 42166 de 7 de abril de 2020";"DISPÕE sobre aquisição emergencial de produtos do setor primário, para doação à população, durante o período de pandemia da COVID-19, como forma de manutenção de segurança alimentar e garantia de renda mínima aos produtores rurais do Estado do Amazonas.";"http://leisestaduais.com.br/am/decreto-n-42166-2020-amazonas-dispoe-sobre-aquisicao-emergencial-de-produtos-do-setor-primario-para-doacao-a-populacao-durante-o-periodo-de-pandemia-da-covid-19-como-forma-de-manutencao-de-seguranca-alimentar-e-garantia-de-renda-minima-aos-produtores-rurais-do-estado-do-amazonas"
"Paraná";"Lei Ordinária Nº 20170 de 7 de abril de 2020";"Autoriza o Poder Executivo, Poder Judiciário, Poder Legislativo, Ministério Público, Defensoria Pública e Tribunal de Contas a manter os pagamentos, durante estado de emergência nacional pelo coronavírus responsável pelo surto de 2019, a empresas que mantém contratos para prestação de serviços continuados com a Administração Pública do Estado do Paraná.";"http://leisestaduais.com.br/pr/lei-ordinaria-n-20170-2020-parana-autoriza-o-poder-executivo-poder-judiciario-poder-legislativo-ministerio-publico-defensoria-publica-e-tribunal-de-contas-a-manter-os-pagamentos-durante-estado-de-emergencia-nacional-pelo-coronavirus-responsavel-pelo-surto-de-2019-a-empresas-que-mantem-contratos-para-prestacao-de-servicos-continuados-com-a-administracao-publica-do-estado-do-parana"
"Mato Grosso do Sul";"Decreto Nº 15412 de 7 de abril de 2020";"Autoriza o parcelamento de multas aplicadas como penalidades previstas no Decreto Estadual nº 14.890, de 11 de dezembro de 2017, e na Lei Federal nº 12.846, de 1º de agosto de 2013, no âmbito da Administração Pública do Estado de Mato Grosso do Sul, em razão da doença COVID-19, decorrente do coronavírus (SARS-CoV-2).";"http://leisestaduais.com.br/ms/decreto-n-15412-2020-mato-grosso-do-sul-autoriza-o-parcelamento-de-multas-aplicadas-como-penalidades-previstas-no-decreto-estadual-no-14-890-de-11-de-dezembro-de-2017-e-na-lei-federal-no-12-846-de-1o-de-agosto-de-2013-no-ambito-da-administracao-publica-do-estado-de-mato-grosso-do-sul-em-razao-da-doenca-covid-19-decorrente-do-coronavirus-sars-cov-2"
"Mato Grosso";"Lei Ordinária Nº 11107 de 7 de abril de 2020";"Dispõe sobre a redução de alíquota do ICMS nas operações que especifica e dá outras providências.";"http://leisestaduais.com.br/mt/lei-ordinaria-n-11107-2020-mato-grosso-dispoe-sobre-a-reducao-de-aliquota-do-icms-nas-operacoes-que-especifica-e-da-outras-providencias"
"Santa Catarina";"Decreto Nº 550 de 7 de abril de 2020";"Altera o Art. 7º do Decreto nº 525, de 2020, que dispõe sobre novas medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-550-2020-santa-catarina-altera-o-art-7o-do-decreto-no-525-de-2020-que-dispoe-sobre-novas-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-estabelece-outras-providencias"
"São Paulo";"Decreto Nº 59338 de 7 de abril de 2020";"Disciplina o cômputo de faltas e o pagamento de benefícios para os beneficiários do Programa Operação Trabalho, regulamentado pelo Decreto nº 44.484, de 10 de março de 2004, enquanto durar a situação de emergência e o estado de calamidade pública no Município de São Paulo para o enfrentamento da pandemia decorrente do coronavírus.";"http://leisestaduais.com.br/sp/decreto-n-59338-2020-sao-paulo-disciplina-o-computo-de-faltas-e-o-pagamento-de-beneficios-para-os-beneficiarios-do-programa-operacao-trabalho-regulamentado-pelo-decreto-no-44-484-de-10-de-marco-de-2004-enquanto-durar-a-situacao-de-emergencia-e-o-estado-de-calamidade-publica-no-municipio-de-sao-paulo-para-o-enfrentamento-da-pandemia-decorrente-do-coronavirus"
"São Paulo";"Decreto Nº 64926 de 7 de abril de 2020";"Suspende temporariamente o dever de recadastramento anual a que se refere o Decreto nº 57.467, de 27 de outubro de 2011, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64926-2020-sao-paulo-suspende-temporariamente-o-dever-de-recadastramento-anual-a-que-se-refere-o-decreto-no-57-467-de-27-de-outubro-de-2011-e-da-providencias-correlatas"
"Distrito Federal";"Decreto Nº 40601 de 7 de abril de 2020";"Dispõe sobre a obrigatoriedade de notificação de dados de pacientes que se submeteram ao teste de sorologia para o COVID-19 ou que possuem sintomas suspeitos, detectados por profissionais de saúde, no Distrito Federal.";"http://leisestaduais.com.br/df/decreto-n-40601-2020-distrito-federal-dispoe-sobre-a-obrigatoriedade-de-notificacao-de-dados-de-pacientes-que-se-submeteram-ao-teste-de-sorologia-para-o-covid-19-ou-que-possuem-sintomas-suspeitos-detectados-por-profissionais-de-saude-no-distrito-federal"
"Distrito Federal";"Decreto Nº 40604 de 7 de abril de 2020";"Altera o Decreto nº 40.559, de 24 de março de 2020, que Institui o Comitê de Emergência COVID-19 para arrecadar doações destinadas ao combate e enfrentamento do novo Coronavírus (COVID-19), e dá outras providências.";"http://leisestaduais.com.br/df/decreto-n-40604-2020-distrito-federal-altera-o-decreto-no-40-559-de-24-de-marco-de-2020-que-institui-o-comite-de-emergencia-covid-19-para-arrecadar-doacoes-destinadas-ao-combate-e-enfrentamento-do-novo-coronavirus-covid-19-e-da-outras-providencias"
"Maranhão";"Decreto Nº 35721 de 7 de abril de 2020";"Altera o Decreto nº 35.682, de 25 de março de 2020, que estabelece protocolo clínico para síndromes respiratórias gripais em razão da progressão do quadro pandêmico de Coronavírus (SARS-COV-2/COVID-19).";"http://leisestaduais.com.br/ma/decreto-n-35721-2020-maranhao-altera-o-decreto-no-35-682-de-25-de-marco-de-2020-que-estabelece-protocolo-clinico-para-sindromes-respiratorias-gripais-em-razao-da-progressao-do-quadro-pandemico-de-coronavirus-sars-cov-2-covid-19"
"Pará";"Decreto Nº 665 de 6 de abril de 2020";"Dispõe sobre a antecipação do pagamento do Auxílio Fardamento, previsto nos arts. 78 e 78-A, da Lei nº 4.491, de 28 de novembro de 1973, aos Policiais Militares e aos Bombeiros Militares do Estado do Pará, em decorrência da pandemia do COVID-19.";"http://leisestaduais.com.br/pa/decreto-n-665-2020-para-dispoe-sobre-a-antecipacao-do-pagamento-do-auxilio-fardamento-previsto-nos-arts-78-e-78-a-da-lei-no-4-491-de-28-de-novembro-de-1973-aos-policiais-militares-e-aos-bombeiros-militares-do-estado-do-para-em-decorrencia-da-pandemia-do-covid-19"
"Santa Catarina";"Decreto Nº 548 de 6 de abril de 2020";"Acresce o art. 26-A ao Decreto nº 525, de 2020, que dispõe sobre novas medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-548-2020-santa-catarina-acresce-o-art-26-a-ao-decreto-no-525-de-2020-que-dispoe-sobre-novas-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-estabelece-outras-providencias"
"Amazonas";"Decreto Nº 42165 de 6 de abril de 2020";"PRORROGA a suspensão de funcionamento de todos os estabelecimentos comerciais e de serviços não essenciais, bem como dos estabelecimentos destinados à recreação e lazer, pelo prazo e na forma que especifica, e dá outras providências.";"http://leisestaduais.com.br/am/decreto-n-42165-2020-amazonas-prorroga-a-suspensao-de-funcionamento-de-todos-os-estabelecimentos-comerciais-e-de-servicos-nao-essenciais-bem-como-dos-estabelecimentos-destinados-a-recreacao-e-lazer-pelo-prazo-e-na-forma-que-especifica-e-da-outras-providencias"
"Bahia";"Lei Ordinária Nº 14257 de 6 de abril de 2020";"Dispõe sobre procedimentos complementares para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, e dá outras providências.";"http://leisestaduais.com.br/ba/lei-ordinaria-n-14257-2020-bahia-dispoe-sobre-procedimentos-complementares-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-da-outras-providencias"
"Ceará";"Decreto Nº 33537 de 6 de abril de 2020";"REVOGA DISPOSITIVOS DO DECRETO Nº 33.536, DE 05 DE ABRIL DE 2020, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/ce/decreto-n-33537-2020-ceara-revoga-dispositivos-do-decreto-no-33-536-de-05-de-abril-de-2020-e-da-outras-providencias"
"Tocantins";"Decreto Nº 6080 de 6 de abril de 2020";"Dispõe sobre a formação de Câmara Técnica de Apoio ao Comitê de Crise para a Prevenção, Monitoramento e Controle do Vírus COVID-19 - novo Coronavírus, e adota outras providências.";"http://leisestaduais.com.br/to/decreto-n-6080-2020-tocantins-dispoe-sobre-a-formacao-de-camara-tecnica-de-apoio-ao-comite-de-crise-para-a-prevencao-monitoramento-e-controle-do-virus-covid-19-novo-coronavirus-e-adota-outras-providencias"
"Paraná";"Lei Complementar Nº 221 de 6 de abril de 2020";"Transfere os recursos do Fundo Especial de Modernização da Assembleia Legislativa do Paraná, instituído pela Lei Complementar nº 154, de 10 de janeiro de 2013, para o Fundo Estadual de Saúde do Paraná, a fim de viabilizar, prioritariamente, as medidas de enfrentamento à emergência de saúde pública de importância internacional relacionada ao coronavírus SARS-CoV-2.";"http://leisestaduais.com.br/pr/lei-complementar-n-221-2020-parana-transfere-os-recursos-do-fundo-especial-de-modernizacao-da-assembleia-legislativa-do-parana-instituido-pela-lei-complementar-no-154-de-10-de-janeiro-de-2013-para-o-fundo-estadual-de-saude-do-parana-a-fim-de-viabilizar-prioritariamente-as-medidas-de-enfrentamento-a-emergencia-de-saude-publica-de-importancia-internacional-relacionada-ao-coronavirus-sars-cov-2"
"Bahia";"Lei Ordinária Nº 14256 de 6 de abril de 2020";"Autoriza o Poder Executivo a destinar recursos para pagamento das faturas residenciais de água de consumidores de baixa renda beneficiários de tarifa social que residam no Estado da Bahia, na forma que indica.";"http://leisestaduais.com.br/ba/lei-ordinaria-n-14256-2020-bahia-autoriza-o-poder-executivo-a-destinar-recursos-para-pagamento-das-faturas-residenciais-de-agua-de-consumidores-de-baixa-renda-beneficiarios-de-tarifa-social-que-residam-no-estado-da-bahia-na-forma-que-indica"
"Pernambuco";"Decreto Nº 48903 de 6 de abril de 2020";"Altera o Decreto de nº 48.832, de 19 de março de 2020, que define no âmbito socioeconômico medidas restritivas temporárias adicionais para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/pe/decreto-n-48903-2020-pernambuco-altera-o-decreto-de-no-48-832-de-19-de-marco-de-2020-que-define-no-ambito-socioeconomico-medidas-restritivas-temporarias-adicionais-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus"
"São Paulo";"Decreto Nº 64920 de 6 de abril de 2020";"Estende o prazo da quarentena de que trata o Decreto nº 64.881, de 22 de março de 2020, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64920-2020-sao-paulo-estende-o-prazo-da-quarentena-de-que-trata-o-decreto-no-64-881-de-22-de-marco-de-2020-e-da-providencias-correlatas"
"Espírito Santo";"Lei Ordinária Nº 11125 de 6 de abril de 2020";"Autoriza o Estado a participar do fundo privado a ser criado pelo Banco de Desenvolvimento do Espírito Santo - BANDES com a finalidade de garantir diretamente o risco em operações de crédito, concede subsídio financeiro, e dá outras providências.";"http://leisestaduais.com.br/es/lei-ordinaria-n-11125-2020-espirito-santo-autoriza-o-estado-a-participar-do-fundo-privado-a-ser-criado-pelo-banco-de-desenvolvimento-do-espirito-santo-bandes-com-a-finalidade-de-garantir-diretamente-o-risco-em-operacoes-de-credito-concede-subsidio-financeiro-e-da-outras-providencias"
"Alagoas";"Decreto Nº 69624 de 6 de abril de 2020";"DISPÕE SOBRE A PRORROGAÇÃO DAS MEDIDAS PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO COVID - 19 (CORONAVÍRUS) NO ÂMBITO DO ESTADO DE ALAGOAS, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/al/decreto-n-69624-2020-alagoas-dispoe-sobre-a-prorrogacao-das-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-covid-19-coronavirus-no-ambito-do-estado-de-alagoas-e-da-outras-providencias"
"Espírito Santo";"Lei Complementar Nº 950 de 6 de abril de 2020";"Autoriza a aplicação dos recursos provenientes da Lei Complementar nº 712, de 13 de setembro de 2013, em despesas de custeio nas áreas de saúde e da assistência social enquanto perdurar o Estado de Emergência em Saúde Pública, em decorrência da Pandemia do novo coronavírus (COVID-19).";"http://leisestaduais.com.br/es/lei-complementar-n-950-2020-espirito-santo-autoriza-a-aplicacao-dos-recursos-provenientes-da-lei-complementar-no-712-de-13-de-setembro-de-2013-em-despesas-de-custeio-nas-areas-de-saude-e-da-assistencia-social-enquanto-perdurar-o-estado-de-emergencia-em-saude-publica-em-decorrencia-da-pandemia-do-novo-coronavirus-covid-19"
"Rio Grande do Norte";"Decreto Nº 29591 de 6 de abril de 2020";"Dispõe sobre a autorização para certificação de conclusão de cursos de Enfermagem e Medicina, ofertados aos acadêmicos concluintes da Universidade do Estado do Rio Grande do Norte (UERN) do ano letivo atingido pela situação de emergência de saúde pública de que trata a Lei Federal nº 13.979, de 6 de fevereiro de 2020, e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29591-2020-rio-grande-do-norte-dispoe-sobre-a-autorizacao-para-certificacao-de-conclusao-de-cursos-de-enfermagem-e-medicina-ofertados-aos-academicos-concluintes-da-universidade-do-estado-do-rio-grande-do-norte-uern-do-ano-letivo-atingido-pela-situacao-de-emergencia-de-saude-publica-de-que-trata-a-lei-federal-no-13-979-de-6-de-fevereiro-de-2020-e-da-outras-providencias"
"Ceará";"Decreto Nº 33536 de 5 de abril de 2020";"PRORROGA AS MEDIDAS DE ENFRENTAMENTO À DISSEMINAÇÃO DO NOVO CORONAVÍRUS NO ESTADO DO CEARÁ, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/ce/decreto-n-33536-2020-ceara-prorroga-as-medidas-de-enfrentamento-a-disseminacao-do-novo-coronavirus-no-estado-do-ceara-e-da-outras-providencias"
"Espírito Santo";"Decreto Nº 4624 de 4 de abril de 2020";"Introduz alterações no RICMS/ES, aprovado pelo Decreto nº 1.090-R, de 25 de outubro de 2002.";"http://leisestaduais.com.br/es/decreto-n-4624-2020-espirito-santo-introduz-alteracoes-no-ricms-es-aprovado-pelo-decreto-no-1-090-r-de-25-de-outubro-de-2002"
"Paraíba";"Decreto Nº 40173 de 4 de abril de 2020";"Altera o art. 3º do Decreto nº 40.128, de 17 de março de 2020, para proibir realização de carreata, passeata e qualquer evento que promova aglomeração de pessoas, nas cidades e respectivas regiões metropolitanas que tenham casos confirmados da Covid-19, e dá outras providências.";"http://leisestaduais.com.br/pb/decreto-n-40173-2020-paraiba-altera-o-art-3o-do-decreto-no-40-128-de-17-de-marco-de-2020-para-proibir-realizacao-de-carreata-passeata-e-qualquer-evento-que-promova-aglomeracao-de-pessoas-nas-cidades-e-respectivas-regioes-metropolitanas-que-tenham-casos-confirmados-da-covid-19-e-da-outras-providencias"
"Amazonas";"Decreto Nº 42158 de 4 de abril de 2020";"ATUALIZA as medidas complementares temporárias, para enfrentamento da emergência de saúde pública de importância internacional, decorrente do novo coronavírus.";"http://leisestaduais.com.br/am/decreto-n-42158-2020-amazonas-atualiza-as-medidas-complementares-temporarias-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-novo-coronavirus"
