"estado";"lei";"desc";"link";"lei_ord";"ata";"decreto";"medida";"oficio";"portaria";"resolucao";"data";"coduf";"UF"
"Rio de Janeiro";"Decreto Nº 47068 de 11 de maio de 2020";"DISPÕE SOBRE AS MEDIDAS DE ENFRENTAMENTO DA PROPAGAÇÃO DO NOVO CORONAVÍRUS (COVID-19), EM DECORRÊNCIA DA SITUAÇÃO DE EMERGÊNCIA EM SAÚDE, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47068-2020-rio-de-janeiro-dispoe-sobre-as-medidas-de-enfrentamento-da-propagacao-do-novo-coronavirus-covid-19-em-decorrencia-da-situacao-de-emergencia-em-saude-e-da-outras-providencias";0;0;1;0;0;0;0;2020-05-11;33;"RJ"
"Pernambuco";"Decreto Nº 49017 de 11 de maio de 2020";"Dispõe sobre intensificação de medidas restritivas, de caráter excepcional e temporário, voltadas à contenção da curva de disseminação da Covid-19.";"http://leisestaduais.com.br/pe/decreto-n-49017-2020-pernambuco-dispoe-sobre-intensificacao-de-medidas-restritivas-de-carater-excepcional-e-temporario-voltadas-a-contencao-da-curva-de-disseminacao-da-covid-19";0;0;1;0;0;0;0;2020-05-11;26;"PE"
"Rio de Janeiro";"Lei Ordinária Nº 8815 de 11 de maio de 2020";"AUTORIZA O PODER EXECUTIVO A CONCEDER A ISENÇÃO DE PEDÁGIO NO ÂMBITO DO ESTADO DO RIO DE JANEIRO, AOS PROFISSIONAIS DA ÁREA DA SAÚDE E SEGURANÇA PÚBLICA, ENQUANTO DURAR O PLANO DE CONTINGÊNCIA DO NOVO CORONAVÍRUS DA SECRETARIA DE ESTADO DE SAÚDE.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8815-2020-rio-de-janeiro-autoriza-o-poder-executivo-a-conceder-a-isencao-de-pedagio-no-ambito-do-estado-do-rio-de-janeiro-aos-profissionais-da-area-da-saude-e-seguranca-publica-enquanto-durar-o-plano-de-contingencia-do-novo-coronavirus-da-secretaria-de-estado-de-saude";1;0;0;0;0;0;0;2020-05-11;33;"RJ"
"Rio de Janeiro";"Lei Ordinária Nº 8814 de 11 de maio de 2020";"AUTORIZA O PODER EXECUTIVO A TRANSFERIR PARA A UNIÃO O MONTANTE DO VALOR DO EMPRÉSTIMO CELEBRADO ENTRE O ESTADO DO RIO DE JANEIRO E O BANCO PARIBAS - BNP.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8814-2020-rio-de-janeiro-autoriza-o-poder-executivo-a-transferir-para-a-uniao-o-montante-do-valor-do-emprestimo-celebrado-entre-o-estado-do-rio-de-janeiro-e-o-banco-paribas-bnp";1;0;0;0;0;0;0;2020-05-11;33;"RJ"
"Rio de Janeiro";"Lei Ordinária Nº 8811 de 11 de maio de 2020";"FICA O PODER EXECUTIVO AUTORIZADO A DISPOR SOBRE A VEDAÇÃO DA SUSPENSÃO E/OU O CANCELAMENTO DOS PLANOS DE SAÚDE POR FALTA DE PAGAMENTO, DURANTE A VIGÊNCIA DO PLANO DE CONTINGÊNCIA DO NOVO CORONAVÍRUS (COVID19), E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8811-2020-rio-de-janeiro-fica-o-poder-executivo-autorizado-a-dispor-sobre-a-vedacao-da-suspensao-e-ou-o-cancelamento-dos-planos-de-saude-por-falta-de-pagamento-durante-a-vigencia-do-plano-de-contingencia-do-novo-coronavirus-covid19-e-da-outras-providencias";1;0;0;0;0;0;0;2020-05-11;33;"RJ"
"Ceará";"Lei Ordinária Nº 17208 de 11 de maio de 2020";"DISPÕE SOBRE AÇÕES DE PROTEÇÃO AOS CONSUMIDORES DA REDE PRIVADA DE ENSINO DURANTE O PLANO DE CONTINGÊNCIA DO NOVO CARONAVÍRUS (COVID-19).";"http://leisestaduais.com.br/ce/lei-ordinaria-n-17208-2020-ceara-dispoe-sobre-acoes-de-protecao-aos-consumidores-da-rede-privada-de-ensino-durante-o-plano-de-contingencia-do-novo-caronavirus-covid-19";1;0;0;0;0;0;0;2020-05-11;23;"CE"
"Rio de Janeiro";"Lei Ordinária Nº 8809 de 11 de maio de 2020";"AUTORIZA O PODER EXECUTIVO DO ESTADO DO RIO DE JANEIRO A CRIAR O ""PROGRAMA DE VACINAÇÃO PARA A TERCEIRA IDADE"".";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8809-2020-rio-de-janeiro-autoriza-o-poder-executivo-do-estado-do-rio-de-janeiro-a-criar-o-programa-de-vacinacao-para-a-terceira-idade";1;0;0;0;0;0;0;2020-05-11;33;"RJ"
"Rio de Janeiro";"Lei Ordinária Nº 8812 de 11 de maio de 2020";"AUTORIZA O PODER EXECUTIVO A NEGOCIAR A MANUTENÇÃO DO EMPREGO COM CONTRATO DE CARTEIRA ASSINADA ENQUANTO PERDURAR OS EFEITOS DO DECRETO Nº 46.973, DE 16 DE MARÇO DE 2020 QUE RECONHECE A SITUAÇÃO DE EMERGÊNCIA NA SAÚDE PÚBLICA DO ESTADO DO RIO DE JANEIRO EM RAZÃO DO CONTÁGIO E ADOTA MEDIDAS DE ENFRENTAMENTO DA PROPAGAÇÃO DECORRENTE DO NOVO CORONAVÍRUS (COVID-19); E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8812-2020-rio-de-janeiro-autoriza-o-poder-executivo-a-negociar-a-manutencao-do-emprego-com-contrato-de-carteira-assinada-enquanto-perdurar-os-efeitos-do-decreto-no-46-973-de-16-de-marco-de-2020-que-reconhece-a-situacao-de-emergencia-na-saude-publica-do-estado-do-rio-de-janeiro-em-razao-do-contagio-e-adota-medidas-de-enfrentamento-da-propagacao-decorrente-do-novo-coronavirus-covid-19-e-da-outras-providencias";1;0;0;0;0;0;0;2020-05-11;33;"RJ"
"Rio Grande do Sul";"Decreto Nº 55240 de 10 de maio de 2020";"Institui o Sistema de Distanciamento Controlado para fins de prevenção e de enfrentamento à epidemia causada pelo novo Coronavírus (COVID-19) no âmbito do Estado do Rio Grande do Sul, reitera a declaração de estado de calamidade pública em todo o território estadual e dá outras providências.";"http://leisestaduais.com.br/rs/decreto-n-55240-2020-rio-grande-do-sul-institui-o-sistema-de-distanciamento-controlado-para-fins-de-prevencao-e-de-enfrentamento-a-epidemia-causada-pelo-novo-coronavirus-covid-19-no-ambito-do-estado-do-rio-grande-do-sul-reitera-a-declaracao-de-estado-de-calamidade-publica-em-todo-o-territorio-estadual-e-da-outras-providencias";0;0;1;0;0;0;0;2020-05-10;43;"RS"
"Rio Grande do Sul";"Decreto Nº 55241 de 10 de maio de 2020";"Governador determina a aplicação das medidas sanitárias em decorrência do coronavírus";"http://leisestaduais.com.br/rs/decreto-n-55241-2020-rio-grande-do-sul-governador-determina-a-aplicacao-das-medidas-sanitarias-em-decorrencia-do-coronavirus";0;0;1;0;0;0;0;2020-05-10;43;"RS"
"Rio de Janeiro";"Lei Ordinária Nº 8808 de 8 de maio de 2020";"DISPÕE SOBRE A PROIBIÇÃO TEMPORÁRIA DE EXECUÇÃO DE OBRAS E REPAROS NÃO EMERGENCIAIS EM CONDOMÍNIOS COMUNS E EDILÍCIOS DURANTE O PLANO DE CONTINGÊNCIA PARA COMBATE DA DOENÇA COVID-19 CAUSADA PELO NOVO CORONAVÍRUS.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8808-2020-rio-de-janeiro-dispoe-sobre-a-proibicao-temporaria-de-execucao-de-obras-e-reparos-nao-emergenciais-em-condominios-comuns-e-edilicios-durante-o-plano-de-contingencia-para-combate-da-doenca-covid-19-causada-pelo-novo-coronavirus";1;0;0;0;0;0;0;2020-05-08;33;"RJ"
"Goiás";"Lei Ordinária Nº 20773 de 8 de maio de 2020";"Institui o Regime Extraordinário de Licenciamento Ambiental - REL como medida de enfrentamento da situação extrema de âmbito econômico no Estado de Goiás, provocada em razão da decretação de estado de calamidade pública, decorrente da infecção humana pelo Novo Coronavírus (COVID-19).";"http://leisestaduais.com.br/go/lei-ordinaria-n-20773-2020-goias-institui-o-regime-extraordinario-de-licenciamento-ambiental-rel-como-medida-de-enfrentamento-da-situacao-extrema-de-ambito-economico-no-estado-de-goias-provocada-em-razao-da-decretacao-de-estado-de-calamidade-publica-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19";1;0;0;0;0;0;0;2020-05-08;52;"GO"
"São Paulo";"Decreto Nº 64967 de 8 de maio de 2020";"Estende a medida de quarentena de que trata o Decreto nº 64.881, de 22 de março de 2020, e dá providência correlata.";"http://leisestaduais.com.br/sp/decreto-n-64967-2020-sao-paulo-estende-a-medida-de-quarentena-de-que-trata-o-decreto-no-64-881-de-22-de-marco-de-2020-e-da-providencia-correlata";0;0;1;0;0;0;0;2020-05-08;35;"SP"
"Rio de Janeiro";"Lei Ordinária Nº 8806 de 7 de maio de 2020";"DISPÕE SOBRE A IMPLANTAÇÃO DE BARREIRAS SANITÁRIAS PERMANENTES NOS LOGRADOUROS DE ACESSO AO ESTADO DO RIO DE JANEIRO COM O OBJETIVO DE VERIFICAÇÃO COMPULSÓRIA DE PESSOAS CONTAMINADAS, DURANTE O PLANO DE CONTINGÊNCIA PARA COMBATE DA DOENÇA COVID-19, CAUSADA PELO NOVO CORONAVÍRUS.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8806-2020-rio-de-janeiro-dispoe-sobre-a-implantacao-de-barreiras-sanitarias-permanentes-nos-logradouros-de-acesso-ao-estado-do-rio-de-janeiro-com-o-objetivo-de-verificacao-compulsoria-de-pessoas-contaminadas-durante-o-plano-de-contingencia-para-combate-da-doenca-covid-19-causada-pelo-novo-coronavirus";1;0;0;0;0;0;0;2020-05-07;33;"RJ"
"Pará";"Lei Ordinária Nº 9051 de 7 de maio de 2020";"Proíbe a criação, a difusão, o compartilhamento virtual via internet de forma";"http://leisestaduais.com.br/pa/lei-ordinaria-n-9051-2020-para-proibe-a-criacao-a-difusao-o-compartilhamento-virtual-via-internet-de-forma";1;0;0;0;0;0;0;2020-05-07;15;"PA"
"Pernambuco";"Decreto Nº 49002 de 6 de maio de 2020";"Autoriza a contratação temporária de pessoal para, no âmbito da Secretaria de Saúde, atender à situação de excepcional interesse público.";"http://leisestaduais.com.br/pe/decreto-n-49002-2020-pernambuco-autoriza-a-contratacao-temporaria-de-pessoal-para-no-ambito-da-secretaria-de-saude-atender-a-situacao-de-excepcional-interesse-publico";0;0;1;0;0;0;0;2020-05-06;26;"PE"
"Minas Gerais";"Decreto Nº 47940 de 6 de maio de 2020";"Estabelece prazo excepcional para o pagamento do IPVA, nas hipóteses que especifica, em razão da situação de emergência ou do estado de calamidade pública em decorrência da pandemia do Coronavírus - COVID-19.";"http://leisestaduais.com.br/mg/decreto-n-47940-2020-minas-gerais-estabelece-prazo-excepcional-para-o-pagamento-do-ipva-nas-hipoteses-que-especifica-em-razao-da-situacao-de-emergencia-ou-do-estado-de-calamidade-publica-em-decorrencia-da-pandemia-do-coronavirus-covid-19";0;0;1;0;0;0;0;2020-05-06;31;"MG"
"Rondônia";"Decreto Nº 25008 de 6 de maio de 2020";"Regulamenta a transferência de recursos aos estudantes em situação de vulnerabilidade social matriculados na Rede Pública de Ensino do Estado de Rondônia, previstos na Lei nº 4.751, de 5 de maio de 2020.";"http://leisestaduais.com.br/ro/decreto-n-25008-2020-rondonia-regulamenta-a-transferencia-de-recursos-aos-estudantes-em-situacao-de-vulnerabilidade-social-matriculados-na-rede-publica-de-ensino-do-estado-de-rondonia-previstos-na-lei-no-4-751-de-5-de-maio-de-2020";0;0;1;0;0;0;0;2020-05-06;11;"RO"
"Rio de Janeiro";"Decreto Nº 47063 de 6 de maio de 2020";"ALTERA DISPOSITIVOS DO DECRETO Nº 46.982, DE 20 DE MARÇO DE 2020, QUE DISPÕE SOBRE A PRORROGAÇÃO DO PRAZO PARA PAGAMENTO DE CRÉDITOS PARCELADOS INSCRITOS EM DÍVIDA ATIVA EM RAZÃO DA PANDEMIA DECORRENTE DO COVID-19 (CORONAVÍRUS).";"http://leisestaduais.com.br/rj/decreto-n-47063-2020-rio-de-janeiro-altera-dispositivos-do-decreto-no-46-982-de-20-de-marco-de-2020-que-dispoe-sobre-a-prorrogacao-do-prazo-para-pagamento-de-creditos-parcelados-inscritos-em-divida-ativa-em-razao-da-pandemia-decorrente-do-covid-19-coronavirus";0;0;1;0;0;0;0;2020-05-06;33;"RJ"
"Rio de Janeiro";"Lei Ordinária Nº 8804 de 6 de maio de 2020";"CONCEDE ISENÇÃO DO IMPOSTO SOBRE A TRANSMISSÃO CAUSA MORTIS E DOAÇÃO FINANCEIRA E DE QUAISQUER BENS OU DIREITOS (ITCMD), NA FORMA QUE ESPECIFICA.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8804-2020-rio-de-janeiro-concede-isencao-do-imposto-sobre-a-transmissao-causa-mortis-e-doacao-financeira-e-de-quaisquer-bens-ou-direitos-itcmd-na-forma-que-especifica";1;0;0;0;0;0;0;2020-05-06;33;"RJ"
"Pernambuco";"Decreto Nº 49001 de 6 de maio de 2020";"Altera o Decreto nº 48.832, de 19 de março de 2020, que define no âmbito socioeconômico medidas restritivas temporárias adicionais para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/pe/decreto-n-49001-2020-pernambuco-altera-o-decreto-no-48-832-de-19-de-marco-de-2020-que-define-no-ambito-socioeconomico-medidas-restritivas-temporarias-adicionais-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus";0;0;1;0;0;0;0;2020-05-06;26;"PE"
"Acre";"Lei Ordinária Nº 3621 de 5 de maio de 2020";"Proíbe a majoração, sem justa causa, do preço de produtos e serviços em geral durante o plano de contingência da Secretaria de Estado de Saúde relacionado ao Covid - 19.";"http://leisestaduais.com.br/ac/lei-ordinaria-n-3621-2020-acre-proibe-a-majoracao-sem-justa-causa-do-preco-de-produtos-e-servicos-em-geral-durante-o-plano-de-contingencia-da-secretaria-de-estado-de-saude-relacionado-ao-covid-19";1;0;0;0;0;0;0;2020-05-05;12;"AC"
"Rio de Janeiro";"Decreto Nº 47061 de 5 de maio de 2020";"DISPÕE SOBRE A CRIAÇÃO DE COMISSÃO ESPECIAL DENOMINADA COMISSÃO CIÊNCIA RJ NO COMBATE À COVID-19 (COMCIÊNCIARJCOVID).";"http://leisestaduais.com.br/rj/decreto-n-47061-2020-rio-de-janeiro-dispoe-sobre-a-criacao-de-comissao-especial-denominada-comissao-ciencia-rj-no-combate-a-covid-19-comcienciarjcovid";0;0;1;0;0;0;0;2020-05-05;33;"RJ"
"Rio Grande do Norte";"Decreto Nº 29679 de 5 de maio de 2020";"Dispõe sobre as operações com álcool etílico hidratado combustível (AEHC) nas condições que especifica, em virtude de autorização legal ou judicial.";"http://leisestaduais.com.br/rn/decreto-n-29679-2020-rio-grande-do-norte-dispoe-sobre-as-operacoes-com-alcool-etilico-hidratado-combustivel-aehc-nas-condicoes-que-especifica-em-virtude-de-autorizacao-legal-ou-judicial";0;0;1;0;0;0;0;2020-05-05;24;"RN"
"Pernambuco";"Decreto Nº 48993 de 5 de maio de 2020";"Altera o Decreto nº 48.970, de 23 de abril de 2020, que institui o Comitê Técnico de Pesquisa, Desenvolvimento e Inovação para o enfrentamento da emergência de saúde pública decorrente do novo coronavírus.";"http://leisestaduais.com.br/pe/decreto-n-48993-2020-pernambuco-altera-o-decreto-no-48-970-de-23-de-abril-de-2020-que-institui-o-comite-tecnico-de-pesquisa-desenvolvimento-e-inovacao-para-o-enfrentamento-da-emergencia-de-saude-publica-decorrente-do-novo-coronavirus";0;0;1;0;0;0;0;2020-05-05;26;"PE"
"Rio de Janeiro";"Decreto Nº 47059 de 5 de maio de 2020";"DISPÕE SOBRE A SUSPENSÃO TEMPORÁRIA DA EXIGIBILIDADE DO PAGAMENTO DA TAXA DE VISTORIA E FISCALIZAÇÃO, DAS MULTAS DE AUTOS DE INFRAÇÃO E DE PARCELAMENTOS, EM RAZÃO DA PANDEMIA DECORRENTE DO COVID-19 (CORONAVÍRUS), PARA AS EMPRESAS REGISTRADAS NO DETRO/RJ, CUJOS VEÍCULOS SE ENCONTRAM IMPEDIDOS DE CIRCULAÇÃO, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47059-2020-rio-de-janeiro-dispoe-sobre-a-suspensao-temporaria-da-exigibilidade-do-pagamento-da-taxa-de-vistoria-e-fiscalizacao-das-multas-de-autos-de-infracao-e-de-parcelamentos-em-razao-da-pandemia-decorrente-do-covid-19-coronavirus-para-as-empresas-registradas-no-detro-rj-cujos-veiculos-se-encontram-impedidos-de-circulacao-e-da-outras-providencias";0;0;1;0;0;0;0;2020-05-05;33;"RJ"
"Rio de Janeiro";"Decreto Nº 47060 de 5 de maio de 2020";"DISPÕE SOBRE A OBRIGATORIEDADE DO USO DE MÁSCARAS DE PROTEÇÃO FACIAL, NO ÂMBITO DO SERVIÇO DE TRANSPORTE PÚBLICO DE PASSAGEIROS DE RESPONSABILIDADE DO ESTADO DO RIO DE JANEIRO, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47060-2020-rio-de-janeiro-dispoe-sobre-a-obrigatoriedade-do-uso-de-mascaras-de-protecao-facial-no-ambito-do-servico-de-transporte-publico-de-passageiros-de-responsabilidade-do-estado-do-rio-de-janeiro-e-da-outras-providencias";0;0;1;0;0;0;0;2020-05-05;33;"RJ"
"Tocantins";"Decreto Nº 6092 de 5 de maio de 2020";"Dispõe sobre recomendações gerais aos Chefes de Poder Executivo Municipal para o enfrentamento da pandemia de COVID-19 (novo Coronavírus), bem assim sobre o uso obrigatório de máscaras de proteção facial, na forma que especifica, e adota outras providências.";"http://leisestaduais.com.br/to/decreto-n-6092-2020-tocantins-dispoe-sobre-recomendacoes-gerais-aos-chefes-de-poder-executivo-municipal-para-o-enfrentamento-da-pandemia-de-covid-19-novo-coronavirus-bem-assim-sobre-o-uso-obrigatorio-de-mascaras-de-protecao-facial-na-forma-que-especifica-e-adota-outras-providencias";0;0;1;0;0;0;0;2020-05-05;17;"TO"
"Acre";"Lei Ordinária Nº 3622 de 5 de maio de 2020";"Obriga os indivíduos que apresentem possibilidade de contaminação a realizarem o teste para o Covid-19.";"http://leisestaduais.com.br/ac/lei-ordinaria-n-3622-2020-acre-obriga-os-individuos-que-apresentem-possibilidade-de-contaminacao-a-realizarem-o-teste-para-o-covid-19";1;0;0;0;0;0;0;2020-05-05;12;"AC"
"Acre";"Lei Ordinária Nº 3623 de 5 de maio de 2020";"Suspende os prazos de validade dos concursos públicos já homologados, durante o período da pandemia do Covid-19.";"http://leisestaduais.com.br/ac/lei-ordinaria-n-3623-2020-acre-suspende-os-prazos-de-validade-dos-concursos-publicos-ja-homologados-durante-o-periodo-da-pandemia-do-covid-19";1;0;0;0;0;0;0;2020-05-05;12;"AC"
"São Paulo";"Decreto Nº 64963 de 5 de maio de 2020";"Institui o Sistema de Informações e Monitoramento Inteligente - SIMI, destinado ao enfrentamento da pandemia da COVID-19, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64963-2020-sao-paulo-institui-o-sistema-de-informacoes-e-monitoramento-inteligente-simi-destinado-ao-enfrentamento-da-pandemia-da-covid-19-e-da-providencias-correlatas";0;0;1;0;0;0;0;2020-05-05;35;"SP"
"Pará";"Decreto Nº 722 de 4 de maio de 2020";"Altera o Decreto Estadual nº 698, de 21 de abril de 2020.";"http://leisestaduais.com.br/pa/decreto-n-722-2020-para-altera-o-decreto-estadual-no-698-de-21-de-abril-de-2020";0;0;1;0;0;0;0;2020-05-04;15;"PA"
"Santa Catarina";"Lei Ordinária Nº 17935 de 4 de maio de 2020";"Autoriza o Poder Executivo a conceder subsídio parcial da taxa de juros remuneratórios de operações de crédito a micro e pequenos empreendedores com sede no Estado, para enfrentamento dos prejuízos econômicos advindos da emergência de saúde pública provocada pelo coronavírus (COVID-19), e estabelece outras providências.";"http://leisestaduais.com.br/sc/lei-ordinaria-n-17935-2020-santa-catarina-autoriza-o-poder-executivo-a-conceder-subsidio-parcial-da-taxa-de-juros-remuneratorios-de-operacoes-de-credito-a-micro-e-pequenos-empreendedores-com-sede-no-estado-para-enfrentamento-dos-prejuizos-economicos-advindos-da-emergencia-de-saude-publica-provocada-pelo-coronavirus-covid-19-e-estabelece-outras-providencias";1;0;0;0;0;0;0;2020-05-04;42;"SC"
"Maranhão";"Decreto Nº 35785 de 4 de maio de 2020";"Altera o Decreto nº 35.784, de 03 de maio de 2020, que estabelece as medidas preventivas e restritivas a ser aplicadas na Ilha do Maranhão (São Luís, São José de Ribamar, Paço do Lumiar e Raposa), em virtude da COVID-19 e à vista de decisão judicial proferida pela Vara de Interesses Difusos e Coletivos da Comarca da Ilha de São Luís, nos autos da Ação Civil Pública nº 0813507-41.2020.8.10.0001; dispõe sobre a suspensão das aulas presenciais nas instituições de ensino que especifica; altera o Decreto nº 35.677, de 21 de março de 2020, e dá outras providências.";"http://leisestaduais.com.br/ma/decreto-n-35785-2020-maranhao-altera-o-decreto-no-35-784-de-03-de-maio-de-2020-que-estabelece-as-medidas-preventivas-e-restritivas-a-ser-aplicadas-na-ilha-do-maranhao-sao-luis-sao-jose-de-ribamar-paco-do-lumiar-e-raposa-em-virtude-da-covid-19-e-a-vista-de-decisao-judicial-proferida-pela-vara-de-interesses-difusos-e-coletivos-da-comarca-da-ilha-de-sao-luis-nos-autos-da-acao-civil-publica-no-0813507-41-2020-8-10-0001-dispoe-sobre-a-suspensao-das-aulas-presenciais-nas-instituicoes-de-ensino-que-especifica-altera-o-decreto-no-35-677-de-21-de-marco-de-2020-e-da-outras-providencias";0;0;1;0;0;0;0;2020-05-04;21;"MA"
"Santa Catarina";"Lei Ordinária Nº 17938 de 4 de maio de 2020";"Dispõe sobre os prazos de vigência de autorizações e dos licenciamentos ambientais, no âmbito do Estado de Santa Catarina, em decorrência da decretação de calamidade pública pela pandemia do novo coronavírus (COVID-19).";"http://leisestaduais.com.br/sc/lei-ordinaria-n-17938-2020-santa-catarina-dispoe-sobre-os-prazos-de-vigencia-de-autorizacoes-e-dos-licenciamentos-ambientais-no-ambito-do-estado-de-santa-catarina-em-decorrencia-da-decretacao-de-calamidade-publica-pela-pandemia-do-novo-coronavirus-covid-19";1;0;0;0;0;0;0;2020-05-04;42;"SC"
"Paraná";"Decreto Nº 4570 de 4 de maio de 2020";"Regulamenta a Lei nº 20.172, de 7 de abril de 2020, que autorizou a concessão de auxílio emergencial, com recursos do FECOP, à pessoa economicamente vulnerabilizada em decorrência da emergência de saúde pública de importância internacional causada pela infecção humana pelo coronavírus (Covid-19).";"http://leisestaduais.com.br/pr/decreto-n-4570-2020-parana-regulamenta-a-lei-no-20-172-de-7-de-abril-de-2020-que-autorizou-a-concessao-de-auxilio-emergencial-com-recursos-do-fecop-a-pessoa-economicamente-vulnerabilizada-em-decorrencia-da-emergencia-de-saude-publica-de-importancia-internacional-causada-pela-infeccao-humana-pelo-coronavirus-covid-19";0;0;1;0;0;0;0;2020-05-04;41;"PR"
"Rio Grande do Norte";"Decreto Nº 29668 de 4 de maio de 2020";"Prorroga as medidas de saúde para o enfrentamento do novo coronavírus (COVID-19) no âmbito do Estado do Rio Grande do Norte e dá outras providências.";"http://leisestaduais.com.br/rn/decreto-n-29668-2020-rio-grande-do-norte-prorroga-as-medidas-de-saude-para-o-enfrentamento-do-novo-coronavirus-covid-19-no-ambito-do-estado-do-rio-grande-do-norte-e-da-outras-providencias";0;0;1;0;0;0;0;2020-05-04;24;"RN"
"Maranhão";"Decreto Nº 35786 de 4 de maio de 2020";"Dispõe sobre a requisição administrativa de serviços de 40 (quarenta) profissionais da medicina como medida de combate à propagação da COVID-19, infecção humana causada pelo Coronavírus (SARSCoV-2), no Estado do Maranhão.";"http://leisestaduais.com.br/ma/decreto-n-35786-2020-maranhao-dispoe-sobre-a-requisicao-administrativa-de-servicos-de-40-quarenta-profissionais-da-medicina-como-medida-de-combate-a-propagacao-da-covid-19-infeccao-humana-causada-pelo-coronavirus-sarscov-2-no-estado-do-maranhao";0;0;1;0;0;0;0;2020-05-04;21;"MA"
"Rio de Janeiro";"Lei Ordinária Nº 8802 de 4 de maio de 2020";"AUTORIZA O PODER EXECUTIVO A REDUZIR A CARGA HORÁRIA OU A ADOTAR REGIME DE TRABALHO REMOTO PARA SERVIDORES PÚBLICOS ESTADUAIS E TRABALHADORES TERCEIRIZADOS, NA FORMA QUE MENCIONA.";"http://leisestaduais.com.br/rj/lei-ordinaria-n-8802-2020-rio-de-janeiro-autoriza-o-poder-executivo-a-reduzir-a-carga-horaria-ou-a-adotar-regime-de-trabalho-remoto-para-servidores-publicos-estaduais-e-trabalhadores-terceirizados-na-forma-que-menciona";1;0;0;0;0;0;0;2020-05-04;33;"RJ"
"São Paulo";"Decreto Nº 64959 de 4 de maio de 2020";"Dispõe sobre o uso geral e obrigatório de máscaras de proteção facial no contexto da pandemia da COVID-19 e dá medidas correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64959-2020-sao-paulo-dispoe-sobre-o-uso-geral-e-obrigatorio-de-mascaras-de-protecao-facial-no-contexto-da-pandemia-da-covid-19-e-da-medidas-correlatas";0;0;1;0;0;0;0;2020-05-04;35;"SP"
"Acre";"Decreto Nº 5880 de 4 de maio de 2020";"Altera dispositivos e prorroga prazos do Decreto nº 5.496, de 20 de março de 2020, que estabelece novas medidas para enfrentamento da emergência de saúde pública decorrente da doença COVID-19, causada pelo coronavírus SARS-CoV-2.";"http://leisestaduais.com.br/ac/decreto-n-5880-2020-acre-altera-dispositivos-e-prorroga-prazos-do-decreto-no-5-496-de-20-de-marco-de-2020-que-estabelece-novas-medidas-para-enfrentamento-da-emergencia-de-saude-publica-decorrente-da-doenca-covid-19-causada-pelo-coronavirus-sars-cov-2";0;0;1;0;0;0;0;2020-05-04;12;"AC"
"Paraíba";"Decreto Nº 40217 de 2 de maio de 2020";"Dispõe sobre a adoção, no âmbito da Administração Pública direta e indireta, de medidas temporárias e emergenciais de prevenção de contágio pela COVID-19 (Novo Coronavírus), bem como sobre recomendações aos municípios e ao setor privado estadual.";"http://leisestaduais.com.br/pb/decreto-n-40217-2020-paraiba-dispoe-sobre-a-adocao-no-ambito-da-administracao-publica-direta-e-indireta-de-medidas-temporarias-e-emergenciais-de-prevencao-de-contagio-pela-covid-19-novo-coronavirus-bem-como-sobre-recomendacoes-aos-municipios-e-ao-setor-privado-estadual";0;0;1;0;0;0;0;2020-05-02;25;"PB"
"Pernambuco";"Lei Complementar Nº 429 de 1 de maio de 2020";"Altera a Lei Complementar nº 425, de 25 de março de 2020, que dispõe sobre os procedimentos para contratações destinadas ao fornecimento de bens, à prestação de serviços, à locação de bens e à execução de obras necessárias ao enfrentamento da emergência em saúde pública de importância internacional, decorrente do coronavírus, no âmbito do Poder Executivo Estadual.";"http://leisestaduais.com.br/pe/lei-complementar-n-429-2020-pernambuco-altera-a-lei-complementar-no-425-de-25-de-marco-de-2020-que-dispoe-sobre-os-procedimentos-para-contratacoes-destinadas-ao-fornecimento-de-bens-a-prestacao-de-servicos-a-locacao-de-bens-e-a-execucao-de-obras-necessarias-ao-enfrentamento-da-emergencia-em-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-no-ambito-do-poder-executivo-estadual";1;0;0;0;0;0;0;2020-05-01;26;"PE"
